Name,Yr,Team,W,L,G,GS,CG,IP,H,HR,BB,SO,R,SV,BS,BK,ER,HBP,HLD,IBB,ShO,TBF,WP,HR/9,BB/9,K/9,K/BB,K-BB%,GB%,HR/FB,LOB%,ERA,BABIP,FIP,WHIP,WPA,WAR,Contract Yrs,Total Salary($),Avg Salary($)
Andy Pettitte,2013,Yankees,11,11,30,30,1,185.1,198,17,48,128,85,0,0,0,77,4,0,1,0,784,6,0.83,2.33,6.22,2.67,10.2,46.0,9.1,72.9,3.74,0.308,3.7,1.33,0.42,3.1,1,12000000,12000000.0
Anibal Sanchez,2013,Tigers,14,8,29,29,1,182.0,156,9,54,202,56,0,0,0,52,2,0,1,1,746,7,0.45,2.67,9.99,3.74,19.8,45.4,5.8,78.2,2.57,0.307,2.39,1.15,1.0,6.0,5,80000000,16000000.0
Bartolo Colon,2013,Athletics,18,6,30,30,3,190.1,193,14,29,117,60,0,0,0,56,0,0,0,3,769,1,0.66,1.37,5.53,4.03,11.4,41.5,6.0,80.0,2.65,0.294,3.23,1.17,2.37,3.8,1,3000000,3000000.0
Brandon Lyon,2013,Mets,2,2,37,0,0,34.1,43,3,13,23,20,0,3,0,19,0,7,3,0,153,1,0.79,3.41,6.03,1.77,6.5,38.7,7.3,69.5,4.98,0.35100000000000003,3.98,1.63,-1.47,-0.1,1,750000,750000.0
Brandon McCarthy,2013,Diamondbacks,5,11,22,22,2,135.0,161,13,21,76,71,0,0,1,68,5,0,3,1,577,1,0.87,1.4,5.07,3.62,9.5,48.2,10.3,68.7,4.53,0.32,3.75,1.35,-0.8,1.7,2,15500000,7750000.0
Brett Myers,2013,Indians,0,3,4,3,0,21.1,29,10,5,12,19,0,0,0,19,0,0,0,0,97,0,4.22,2.11,5.06,2.4,7.2,38.5,29.4,75.0,8.02,0.271,8.72,1.59,-0.69,-0.6,1,7000000,7000000.0
Carlos Villanueva,2013,Cubs,7,8,47,15,0,128.2,117,14,40,103,58,0,1,0,58,3,2,4,0,524,0,0.98,2.8,7.2,2.58,12.0,40.0,9.8,72.7,4.06,0.28300000000000003,3.86,1.22,0.38,1.0,2,10000000,5000000.0
Chad Durbin,2013,Phillies,1,0,16,0,0,16.0,25,4,9,16,17,0,0,0,16,0,0,1,0,81,0,2.25,5.06,9.0,1.78,8.6,45.5,20.0,59.9,9.0,0.40399999999999997,5.99,2.13,-0.39,-0.3,1,1100000,1100000.0
Chad Gaudin,2013,Giants,5,2,30,12,0,97.0,81,6,40,88,34,0,0,1,33,2,2,3,0,406,5,0.56,3.71,8.16,2.2,11.8,38.4,5.8,77.7,3.06,0.278,3.34,1.25,0.31,1.2,1,750000,750000.0
Chad Qualls,2013,Marlins,5,2,66,0,0,62.0,57,4,19,49,18,0,2,0,18,2,15,7,0,252,1,0.58,2.76,7.11,2.58,11.9,63.3,11.4,82.9,2.61,0.298,3.32,1.23,1.91,0.4,1,1150000,1150000.0
Chris Volstad,2013,Rockies,0,0,6,0,0,8.1,19,1,1,3,10,0,0,0,10,2,1,0,0,47,0,1.08,1.08,3.24,3.0,4.3,41.5,7.7,58.3,10.8,0.45,4.97,2.4,-0.11,-0.1,1,1500000,1500000.0
Daisuke Matsuzaka,2013,Mets,3,3,7,7,0,38.2,32,4,16,33,21,0,0,0,19,5,0,0,0,166,0,0.93,3.72,7.68,2.06,10.2,28.3,7.7,67.5,4.42,0.259,4.32,1.24,0.01,0.4,1,1500000,1500000.0
Dan Haren,2013,Nationals,10,14,31,30,0,169.2,179,28,31,151,92,1,0,1,88,7,0,0,0,717,8,1.49,1.64,8.01,4.87,16.7,36.0,13.0,70.3,4.67,0.302,4.09,1.24,-0.61,1.6,1,13000000,13000000.0
Derek Lowe,2013,Rangers,1,0,9,0,0,13.0,16,3,3,8,13,0,0,0,13,2,1,0,0,57,0,2.08,2.08,5.54,2.67,8.8,55.8,25.0,47.6,9.0,0.317,5.97,1.46,0.17,-0.2,1,1250000,1250000.0
Edwin Jackson,2013,Cubs,8,18,31,31,0,175.1,197,16,59,135,110,0,0,0,97,5,0,7,0,777,14,0.82,3.03,6.93,2.29,9.8,51.3,9.9,63.3,4.98,0.322,3.79,1.46,-4.06,2.0,4,52000000,13000000.0
Hiroki Kuroda,2013,Yankees,11,13,32,32,1,201.1,191,20,43,150,79,0,0,0,74,5,0,2,1,824,6,0.89,1.92,6.71,3.49,13.0,46.6,10.3,75.8,3.31,0.282,3.56,1.16,2.65,3.7,1,15000000,15000000.0
Hisashi Iwakuma,2013,Mariners,14,6,33,33,0,219.2,179,25,42,185,69,0,0,0,65,2,0,4,0,866,10,1.02,1.72,7.58,4.4,16.5,48.7,11.8,81.9,2.66,0.252,3.44,1.01,3.54,3.9,2,14000000,7000000.0
J.P. Howell,2013,Dodgers,4,1,67,0,0,62.0,42,2,23,54,15,0,0,0,15,1,11,3,0,246,3,0.29,3.34,7.84,2.35,12.6,57.2,4.3,80.7,2.18,0.24100000000000002,2.89,1.05,1.97,0.8,1,2850000,2850000.0
Jamey Wright,2013,Rays,2,2,66,1,0,70.0,61,4,23,65,25,0,1,0,24,5,6,3,0,288,5,0.51,2.96,8.36,2.83,14.6,50.8,7.1,76.7,3.09,0.298,3.13,1.2,0.62,0.6,1,900000,900000.0
Jason Frasor,2013,Rangers,4,3,61,0,0,49.0,36,4,20,48,15,0,1,0,14,0,10,3,0,200,2,0.73,3.67,8.82,2.4,14.0,44.6,8.5,81.4,2.57,0.25,3.37,1.14,1.27,0.7,1,1500000,1500000.0
Jason Grilli,2013,Pirates,0,2,54,0,0,50.0,40,4,13,74,15,33,2,0,15,1,2,0,0,202,1,0.72,2.34,13.32,5.69,30.2,33.0,8.5,80.6,2.7,0.327,1.97,1.06,2.29,1.6,2,6750000,3375000.0
Jason Marquis,2013,Padres,9,5,20,20,0,117.2,111,18,68,72,61,0,0,0,53,4,0,2,0,518,2,1.38,5.2,5.51,1.06,0.8,52.3,18.2,77.3,4.05,0.261,5.65,1.52,-1.31,-1.2,1,3000000,3000000.0
Jeff Francis,2013,Rockies,3,5,23,12,0,70.1,89,12,24,63,54,0,0,0,49,1,0,2,0,324,5,1.54,3.07,8.06,2.63,12.0,46.8,15.6,61.7,6.27,0.344,4.54,1.61,-1.2,0.3,1,1500000,1500000.0
Jeremy Affeldt,2013,Giants,1,5,39,0,0,33.2,27,2,17,21,14,0,4,0,14,4,11,5,0,146,2,0.53,4.54,5.61,1.24,2.7,54.5,10.0,75.2,3.74,0.245,4.44,1.31,-2.34,-0.5,3,18000000,6000000.0
Jeremy Guthrie,2013,Royals,15,12,33,33,3,211.2,236,30,59,111,99,0,0,0,95,8,0,1,2,905,7,1.28,2.51,4.72,1.88,5.8,42.9,12.1,78.2,4.04,0.29600000000000004,4.79,1.39,-0.29,0.5,3,25000000,8333333.333333332
Joakim Soria,2013,Rangers,1,0,26,0,0,23.2,18,2,14,28,10,0,0,0,10,1,6,2,0,101,2,0.76,5.32,10.65,2.0,13.9,51.8,11.8,76.2,3.8,0.28600000000000003,3.68,1.35,0.71,0.2,2,8000000,4000000.0
Joe Blanton,2013,Angels,2,14,28,20,0,132.2,180,29,34,108,96,0,0,0,89,4,0,4,0,611,9,1.97,2.31,7.33,3.18,12.1,44.3,19.1,68.8,6.04,0.34600000000000003,5.12,1.61,-4.13,-0.5,2,15000000,7500000.0
Joe Saunders,2013,Mariners,11,16,32,32,2,183.0,232,25,61,107,117,0,0,0,107,4,0,5,0,820,5,1.23,3.0,5.26,1.75,5.6,51.2,14.5,68.7,5.26,0.332,4.72,1.6,-2.68,0.3,1,6500000,6500000.0
Joel Peralta,2013,Rays,3,8,80,0,0,71.1,47,7,34,74,31,1,3,0,27,0,41,1,0,291,1,0.88,4.29,9.34,2.18,13.8,26.7,7.2,70.2,3.41,0.22699999999999998,3.68,1.14,0.63,0.6,2,6000000,3000000.0
John Lannan,2013,Phillies,3,6,14,14,0,74.1,86,6,27,38,48,0,0,0,44,5,0,1,0,332,2,0.73,3.27,4.6,1.41,3.3,52.4,7.9,63.9,5.33,0.313,4.37,1.52,-0.94,0.4,1,2500000,2500000.0
John Maine,2013,Marlins,0,0,4,0,0,7.1,15,2,5,7,10,0,0,0,10,0,0,1,0,40,1,2.45,6.14,8.59,1.4,5.0,44.4,25.0,58.1,12.27,0.5,6.73,2.73,-0.08,-0.1,1,625000,625000.0
Jon Rauch,2013,Marlins,1,2,15,0,0,16.2,23,1,7,15,14,0,0,0,14,1,1,3,0,80,1,0.54,3.78,8.1,2.14,10.0,45.5,5.6,57.4,7.56,0.39299999999999996,3.47,1.8,-0.78,0.2,1,1000000,1000000.0
Jonathan Broxton,2013,Reds,2,2,34,0,0,30.2,27,4,12,25,17,0,3,0,14,4,12,2,0,133,0,1.17,3.52,7.34,2.08,9.8,46.2,11.8,69.5,4.11,0.261,4.68,1.27,-0.49,-0.3,3,21000000,7000000.0
Jonathan Sanchez,2013,Pirates,0,3,5,4,0,13.2,25,7,8,15,18,0,0,0,18,2,0,0,0,75,0,4.61,5.27,9.88,1.88,9.3,39.6,36.8,67.5,11.85,0.419,9.71,2.41,-0.86,-0.6,1,1375000,1375000.0
Jose Veras,2013,Astros,0,5,67,0,0,62.2,45,6,22,60,23,21,4,0,21,4,9,1,0,254,2,0.86,3.16,8.62,2.73,15.0,41.8,8.3,76.7,3.02,0.24100000000000002,3.62,1.07,0.68,0.7,1,1850000,1850000.0
Kameron Loe,2013,Cubs,2,3,20,1,0,26.2,40,11,10,15,21,0,0,0,21,0,1,2,0,127,1,3.71,3.38,5.06,1.5,3.9,50.5,34.4,83.8,7.09,0.319,8.41,1.88,-0.84,-1.3,1,1050000,1050000.0
Kevin Correia,2013,Twins,9,13,31,31,0,185.1,218,24,45,101,89,0,0,0,86,2,0,1,0,792,2,1.17,2.19,4.9,2.24,7.1,44.0,11.7,76.1,4.18,0.313,4.4,1.42,-0.79,1.2,2,10000000,5000000.0
Kevin Slowey,2013,Marlins,3,6,20,14,0,92.0,106,12,18,76,44,0,0,0,42,4,0,0,0,395,1,1.17,1.76,7.43,4.22,14.7,28.7,9.4,75.5,4.11,0.33,3.81,1.35,0.63,0.8,1,750000,750000.0
Koji Uehara,2013,Red Sox,4,1,73,0,0,74.1,33,5,9,101,10,21,3,0,9,1,13,2,0,265,1,0.61,1.09,12.23,11.22,34.7,40.4,6.8,91.7,1.09,0.188,1.61,0.57,4.18,3.1,1,4250000,4250000.0
Kyle Farnsworth,2013,Rays,3,1,48,0,0,38.1,43,5,10,28,20,2,1,1,20,1,2,0,0,162,0,1.17,2.35,6.57,2.8,11.1,45.5,13.9,72.3,4.7,0.322,4.14,1.38,-0.41,-0.1,1,1250000,1250000.0
Kyle Lohse,2013,Brewers,11,10,32,32,2,198.2,196,26,36,125,78,0,0,0,74,3,0,1,1,806,1,1.18,1.63,5.66,3.47,11.0,40.2,10.8,79.1,3.35,0.276,4.08,1.17,1.27,2.3,3,33000000,11000000.0
LaTroy Hawkins,2013,Mets,3,2,72,0,0,70.2,71,6,10,55,27,13,3,0,23,1,12,2,0,288,1,0.76,1.27,7.0,5.5,15.6,48.4,10.0,74.7,2.93,0.301,3.06,1.15,1.38,1.0,1,1000000,1000000.0
Manny Parra,2013,Reds,2,3,57,0,0,46.0,40,5,15,56,18,0,1,0,17,1,16,0,0,188,4,0.98,2.93,10.96,3.73,21.8,43.8,13.2,77.6,3.33,0.315,3.07,1.2,1.06,0.6,1,1000000,1000000.0
Mariano Rivera,2013,Yankees,6,2,64,0,0,64.0,58,6,9,54,16,44,7,0,15,1,0,3,0,256,0,0.84,1.27,7.59,6.0,17.6,46.1,10.2,87.3,2.11,0.28,3.05,1.05,2.62,1.5,1,10000000,10000000.0
Mark Lowe,2013,Angels,1,0,11,0,0,11.2,11,1,11,7,12,0,0,0,12,0,1,1,0,56,2,0.77,8.49,5.4,0.64,-7.1,37.1,6.3,48.5,9.26,0.27,5.79,1.89,-0.26,-0.3,1,1500000,1500000.0
Matt Lindstrom,2013,White Sox,2,4,76,0,0,60.2,64,2,23,46,23,0,4,0,21,1,20,1,0,260,6,0.3,3.41,6.82,2.0,8.9,55.6,3.9,76.3,3.12,0.33,3.15,1.43,0.22,0.9,1,2800000,2800000.0
Mike Adams,2013,Phillies,1,4,28,0,0,25.0,23,5,11,23,11,0,1,0,11,1,8,0,0,107,1,1.8,3.96,8.28,2.09,11.2,54.9,23.8,85.7,3.96,0.26899999999999996,5.25,1.36,0.01,-0.3,2,12000000,6000000.0
Mike Pelfrey,2013,Twins,5,13,29,29,0,152.2,184,13,53,101,92,0,0,0,88,6,0,0,0,680,1,0.77,3.12,5.95,1.91,7.1,43.2,7.0,67.2,5.19,0.337,3.99,1.55,-2.01,2.0,1,4000000,4000000.0
Rafael Soriano,2013,Nationals,3,3,68,0,0,66.2,65,7,17,51,24,43,6,0,23,0,0,2,0,277,3,0.95,2.3,6.89,3.0,12.3,33.5,8.1,80.3,3.11,0.287,3.65,1.23,1.09,0.6,2,28000000,14000000.0
Randy Choate,2013,Cardinals,2,1,64,0,0,35.1,26,0,11,28,9,0,1,0,9,2,15,0,0,141,0,0.0,2.8,7.13,2.55,12.1,68.4,0.0,76.9,2.29,0.26,2.57,1.05,0.73,0.6,3,7500000,2500000.0
Rich Hill,2013,Indians,1,2,63,0,0,38.2,38,3,29,51,30,0,2,1,27,2,13,6,0,182,6,0.7,6.75,11.87,1.76,12.1,41.8,8.1,60.2,6.28,0.361,3.82,1.73,0.25,0.1,1,1000000,1000000.0
Roberto Hernandez,2013,Rays,6,13,32,24,1,151.0,164,24,38,113,87,1,0,0,82,13,0,8,0,643,3,1.43,2.26,6.74,2.97,11.7,53.2,20.9,70.6,4.89,0.308,4.63,1.34,-2.28,0.3,1,3250000,3250000.0
Ryan Dempster,2013,Red Sox,8,9,32,29,0,171.1,170,26,79,157,97,0,0,1,87,6,0,1,0,754,9,1.37,4.15,8.25,1.99,10.3,40.8,13.8,72.3,4.57,0.29600000000000004,4.68,1.45,-0.63,0.5,2,26500000,13250000.0
Scott Atchison,2013,Mets,3,3,51,0,0,45.1,45,4,12,28,27,0,0,0,22,0,10,0,0,194,5,0.79,2.38,5.56,2.33,8.3,48.7,8.5,58.4,4.37,0.273,3.75,1.26,-0.32,0.1,1,700000,700000.0
Scott Baker,2013,Cubs,0,0,3,3,0,15.0,9,3,4,6,6,0,0,0,6,0,0,0,0,57,0,1.8,2.4,3.6,1.5,3.5,28.3,11.1,79.6,3.6,0.136,5.65,0.87,0.11,-0.1,1,5500000,5500000.0
Scott Feldman,2013,Cubs,12,12,30,30,2,181.2,159,19,56,132,87,0,0,1,78,9,0,1,1,758,7,0.94,2.77,6.54,2.36,10.0,49.6,11.0,69.4,3.86,0.258,4.03,1.18,0.23,2.0,1,6000000,6000000.0
Sean Burnett,2013,Angels,0,0,13,0,0,9.2,9,1,4,7,1,0,0,0,1,0,5,0,0,40,1,0.93,3.72,6.52,1.75,7.5,63.0,20.0,100.0,0.93,0.28600000000000003,4.19,1.34,0.63,-0.1,2,8000000,4000000.0
Shaun Marcum,2013,Mets,1,10,14,12,0,78.1,85,7,21,60,48,0,0,0,46,4,0,2,0,334,2,0.8,2.41,6.89,2.86,11.7,34.9,7.0,61.9,5.29,0.322,3.64,1.35,-2.28,1.4,1,4000000,4000000.0
Shawn Camp,2013,Cubs,1,1,26,0,0,23.0,34,7,9,13,18,0,3,2,18,0,4,2,0,108,0,2.74,3.52,5.09,1.44,3.7,48.8,22.6,75.3,7.04,0.342,7.05,1.87,-1.87,-0.9,1,1350000,1350000.0
Tom Gorzelanny,2013,Brewers,3,6,43,10,0,85.1,77,11,31,83,41,0,1,0,37,2,6,1,0,356,2,1.16,3.27,8.75,2.68,14.6,44.1,12.8,72.9,3.9,0.28800000000000003,3.94,1.27,-0.67,0.8,2,5700000,2850000.0
Zack Greinke,2013,Dodgers,15,4,28,28,1,177.2,152,13,46,148,54,0,0,0,52,7,0,1,1,717,5,0.66,2.33,7.5,3.22,14.2,45.6,8.6,80.8,2.63,0.276,3.23,1.11,2.96,3.4,6,147000000,24500000.0
