"Name","Team","WPA","-WPA","+WPA","RE24","REW","pLI","phLI","PH","WPA/LI","Clutch","playerid"
"Albert Pujols","Cardinals","8.04","-9.60","17.64","79.37","8.25","1.02","2.11","2","7.19","0.67","1177"
"Prince Fielder","Brewers","7.97","-10.81","18.78","71.03","7.33","1.04","","0","6.49","1.15","4613"
"Ryan Howard","Phillies","6.29","-11.36","17.64","46.43","4.81","0.99","2.01","2","3.57","2.77","2154"
"Joey Votto","Reds","5.98","-7.23","13.21","50.30","5.07","0.95","0.97","2","4.60","1.69","4314"
"Andre Ethier","Dodgers","4.79","-12.09","16.89","25.91","2.75","1.12","1.74","6","3.22","1.07","6265"
"Pablo Sandoval","Giants","4.54","-9.38","13.93","37.44","3.82","0.98","1.20","4","3.16","1.49","5409"
"Chase Utley","Phillies","4.52","-9.57","14.09","47.40","4.78","0.90","0.99","2","5.16","-0.15","1679"
"Jason Bay","Red Sox","4.48","-9.76","14.24","46.53","4.41","0.97","","0","3.63","0.98","1717"
"Ben Zobrist","Rays","4.44","-9.58","14.02","45.37","4.61","1.03","1.56","14","3.88","0.41","7435"
"Ryan Braun","Brewers","4.40","-11.21","15.61","51.08","5.24","0.98","3.61","2","3.98","0.49","3410"
"Adrian Gonzalez","Padres","4.09","-10.03","14.12","45.68","4.82","0.97","2.83","3","4.85","-0.65","1908"
"Ichiro Suzuki","Mariners","3.89","-10.86","14.74","23.88","2.48","1.04","","0","2.17","1.56","1101"
"Joe Mauer","Twins","3.85","-8.27","12.12","56.81","5.61","0.92","0.71","5","5.24","-1.08","1857"
"Johnny Damon","Yankees","3.79","-10.36","14.15","25.05","2.48","1.06","2.45","8","2.63","0.96","185"
"Derrek Lee","Cubs","3.65","-10.57","14.22","54.49","5.40","1.05","","0","4.94","-1.46","525"
"Alex Rodriguez","Yankees","3.64","-9.19","12.84","24.03","2.38","1.07","1.78","2","2.41","0.99","1274"
"Raul Ibanez","Phillies","3.64","-8.60","12.24","28.53","2.91","0.93","1.01","5","3.07","0.83","607"
"Mark Teixeira","Yankees","3.61","-11.57","15.18","43.01","4.10","1.01","1.91","1","4.09","-0.51","1281"
"Nick Johnson","- - -","3.57","-9.10","12.67","31.07","3.25","1.08","1.76","4","2.37","0.94","828"
"Hanley Ramirez","Marlins","3.48","-10.04","13.51","48.42","4.87","0.99","2.75","5","5.21","-1.69","8001"
"David Wright","Mets","3.46","-10.87","14.32","34.05","3.51","1.07","0.52","2","2.63","0.60","3787"
"Jorge Cantu","Marlins","3.45","-11.82","15.27","18.57","1.88","1.12","2.55","5","2.53","0.56","2521"
"Matt Holliday","- - -","3.43","-11.79","15.22","43.03","4.53","1.07","1.27","2","3.42","-0.23","1873"
"Franklin Gutierrez","Mariners","3.40","-10.49","13.88","10.94","1.27","1.02","","0","0.90","2.44","3255"
"Victor Martinez","- - -","3.20","-10.76","13.96","24.06","2.37","0.99","2.25","4","2.05","1.18","393"
"Miguel Tejada","Astros","3.01","-11.60","14.61","9.73","1.00","1.03","","0","1.48","1.44","941"
"Bobby Abreu","Angels","2.98","-10.53","13.51","36.12","3.63","1.01","3.50","2","2.69","0.27","945"
"Mark Reynolds","Diamondbacks","2.90","-12.34","15.24","26.21","2.62","1.05","1.84","3","2.12","0.65","7619"
"Kendrys Morales","Angels","2.88","-10.16","13.04","32.63","3.24","0.99","1.07","8","2.63","0.27","8610"
"Ryan Zimmerman","Nationals","2.77","-13.00","15.78","27.10","2.79","1.13","2.90","3","2.95","-0.49","4220"
"Adam Lind","Blue Jays","2.75","-11.30","14.05","39.37","3.81","1.04","3.31","4","3.07","-0.42","8027"
"Chone Figgins","Angels","2.67","-11.68","14.36","22.77","2.32","1.01","","0","1.69","0.96","1580"
"Casey Blake","Dodgers","2.62","-10.28","12.91","17.08","1.78","1.14","1.93","6","2.51","-0.21","719"
"Matt Kemp","Dodgers","2.55","-12.20","14.75","33.71","3.60","1.06","3.11","3","2.82","-0.42","5631"
"Adam Dunn","Nationals","2.54","-12.62","15.15","37.41","3.77","1.17","1.68","4","3.25","-1.08","319"
"Kevin Youkilis","Red Sox","2.50","-8.62","11.12","41.97","4.01","0.93","0.16","1","3.53","-0.84","1935"
"Jason Kubel","Twins","2.49","-9.56","12.06","29.92","3.00","1.00","2.13","14","2.64","-0.14","2161"
"Jason Bartlett","Rays","2.41","-8.97","11.38","32.08","3.23","1.03","","0","3.63","-1.28","8219"
"Shane Victorino","Phillies","2.40","-10.23","12.62","23.13","2.36","0.91","0.91","5","1.63","1.00","1677"
"Brad Hawpe","Rockies","2.39","-10.36","12.75","19.66","1.89","1.04","3.81","3","2.68","-0.38","1885"
"Billy Butler","Royals","2.34","-10.21","12.55","21.79","2.09","0.92","1.76","4","2.39","0.16","7399"
"Todd Helton","Rockies","2.27","-9.70","11.97","30.20","2.91","0.94","1.32","2","2.92","-0.51","432"
"Carlos Pena","Rays","2.25","-9.20","11.45","25.36","2.72","0.99","2.25","3","2.13","0.15","934"
"Justin Upton","Diamondbacks","2.21","-10.53","12.74","28.19","2.92","1.02","0.93","1","2.22","-0.06","5222"
"Brian Roberts","Orioles","2.20","-12.34","14.55","16.74","1.59","1.02","1.57","4","0.93","1.24","166"
"Aaron Hill","Blue Jays","2.20","-13.68","15.88","26.55","2.63","1.05","1.37","1","2.57","-0.48","6104"
"Chipper Jones","Braves","2.18","-9.09","11.28","24.20","2.49","1.01","2.15","9","2.15","0.01","97"
"Evan Longoria","Rays","2.14","-11.63","13.76","28.40","2.92","0.98","1.12","3","2.40","-0.23","9368"
"Asdrubal Cabrera","Indians","2.08","-9.16","11.24","26.84","2.61","0.98","0.84","3","1.44","0.68","4962"
"Shin-Soo Choo","Indians","2.07","-10.80","12.87","29.81","2.94","0.99","2.67","3","2.68","-0.59","3174"
"Yunel Escobar","Braves","2.04","-10.17","12.22","19.86","2.04","1.04","1.12","2","0.95","1.00","4191"
"Lance Berkman","Astros","2.03","-9.11","11.14","30.85","3.23","1.02","2.71","5","2.85","-0.86","548"
"Scott Rolen","- - -","2.02","-8.92","10.94","15.82","1.60","1.02","3.56","1","1.58","0.39","970"
"Torii Hunter","Angels","1.92","-9.50","11.42","26.51","2.68","1.11","1.43","1","1.84","-0.10","731"
"Nick Swisher","Yankees","1.71","-9.89","11.60","14.59","1.43","0.98","2.10","6","1.82","-0.08","4599"
"Jayson Werth","Phillies","1.57","-10.60","12.17","30.69","3.14","0.92","1.90","4","2.95","-1.25","1327"
"Miguel Cabrera","Tigers","1.53","-11.62","13.15","28.51","2.74","0.97","1.19","2","3.40","-1.82","1744"
"Mark DeRosa","- - -","1.51","-9.70","11.22","11.14","1.09","1.02","1.50","5","0.17","1.32","1392"
"Michael Young","Rangers","1.48","-10.20","11.68","12.16","1.11","0.93","","0","2.01","-0.42","1286"
"Derek Jeter","Yankees","1.46","-11.38","12.84","20.97","2.12","0.96","3.89","1","2.30","-0.79","826"
"Chris Coghlan","Marlins","1.45","-8.19","9.64","21.54","2.18","0.93","2.00","6","1.61","-0.06","6878"
"Hideki Matsui","Yankees","1.45","-9.48","10.92","23.99","2.30","1.06","1.52","26","1.50","-0.14","1659"
"David Eckstein","Padres","1.43","-8.89","10.31","4.73","0.56","1.03","1.02","8","-0.27","1.65","10"
"Carlos Lee","Astros","1.41","-11.37","12.78","12.87","1.34","1.03","","0","0.57","0.80","243"
"Brian McCann","Braves","1.30","-9.77","11.07","30.62","3.15","1.07","1.72","13","2.44","-1.22","4810"
"Chase Headley","Padres","1.26","-10.54","11.81","4.09","0.48","1.03","1.52","16","0.59","0.63","4720"
"Michael Bourn","Astros","1.20","-10.80","12.01","13.07","1.24","0.96","1.85","2","0.68","0.57","6387"
"Justin Morneau","Twins","1.12","-9.84","10.96","25.18","2.50","1.00","","0","2.22","-1.10","1737"
"Placido Polanco","Tigers","1.01","-11.39","12.40","4.96","0.48","0.96","1.46","5","-0.14","1.19","1176"
"Paul Konerko","White Sox","0.97","-10.42","11.40","10.66","1.01","0.98","1.06","2","1.01","-0.02","242"
"Randy Winn","Giants","0.93","-9.25","10.18","2.26","0.29","0.98","1.61","7","-0.99","1.94","1235"
"Russell Branyan","Mariners","0.93","-8.89","9.82","14.50","1.54","1.06","","0","1.92","-1.04","370"
"Ryan Ludwick","Cardinals","0.91","-10.38","11.29","21.59","2.15","1.10","1.13","15","0.87","-0.05","1260"
"Ian Kinsler","Rangers","0.91","-10.61","11.52","22.71","2.08","0.95","","0","0.93","0.02","6195"
"Adam Jones","Orioles","0.88","-9.39","10.27","6.51","0.60","1.02","2.61","1","-0.07","0.93","6368"
"Juan Rivera","Angels","0.84","-9.67","10.52","7.87","0.77","0.98","","0","0.92","-0.06","843"
"Adam Kennedy","Athletics","0.82","-9.56","10.38","9.88","1.04","0.94","2.39","2","1.15","-0.27","19"
"Skip Schumaker","Cardinals","0.81","-8.80","9.60","11.06","1.16","0.92","1.57","18","1.44","-0.57","3704"
"Kosuke Fukudome","Cubs","0.80","-9.77","10.57","8.73","0.92","0.95","1.74","10","1.39","-0.55","3263"
"Michael Cuddyer","Twins","0.78","-11.98","12.77","7.70","0.76","1.01","1.46","2","1.46","-0.69","1534"
"Brandon Inge","Tigers","0.78","-12.08","12.86","-7.47","-0.66","1.07","","0","-0.56","1.29","470"
"Martin Prado","Braves","0.77","-9.26","10.03","8.88","0.92","1.07","1.55","13","1.23","-0.50","3312"
"Marlon Byrd","Rangers","0.76","-10.09","10.84","5.83","0.54","0.91","0.49","2","0.24","0.59","950"
"Marco Scutaro","Blue Jays","0.73","-11.36","12.09","14.15","1.41","1.04","","0","1.16","-0.46","1555"
"James Loney","Dodgers","0.68","-12.16","12.84","17.71","1.74","1.09","2.78","6","0.64","-0.02","4556"
"J.D. Drew","Red Sox","0.66","-8.61","9.27","15.52","1.49","0.94","1.57","9","1.81","-1.10","1152"
"David Ortiz","Red Sox","0.65","-10.44","11.09","14.02","1.22","0.95","1.18","6","0.41","0.27","745"
"Nelson Cruz","Rangers","0.63","-9.05","9.68","12.30","1.11","0.96","1.95","4","1.67","-1.00","2434"
"Carl Crawford","Rays","0.63","-11.74","12.37","17.71","1.80","1.01","1.66","5","2.36","-1.74","1201"
"Cody Ross","Marlins","0.61","-11.88","12.49","7.17","0.73","1.05","1.83","1","0.35","0.23","1760"
"Hunter Pence","Astros","0.58","-11.92","12.50","-2.13","-0.28","1.00","2.14","2","0.47","0.10","8252"
"Alfonso Soriano","Cubs","0.57","-9.62","10.18","-12.33","-1.24","1.02","1.19","1","-1.05","1.60","847"
"Pedro Feliz","Phillies","0.50","-9.62","10.13","7.81","0.75","0.90","1.62","6","-0.20","0.76","1112"
"Stephen Drew","Diamondbacks","0.48","-9.97","10.45","3.21","0.20","1.01","1.52","5","-0.23","0.71","4251"
"Alberto Callaspo","Royals","0.47","-10.75","11.22","13.19","1.26","0.96","1.15","2","0.64","-0.16","3336"
"Magglio Ordonez","Tigers","0.45","-8.98","9.43","7.52","0.68","0.98","2.13","8","-0.03","0.49","248"
"Nate McLouth","- - -","0.37","-9.91","10.28","9.64","1.03","0.98","0.14","1","1.22","-0.84","3190"
"Dan Uggla","Marlins","0.35","-11.81","12.15","10.83","1.12","1.06","2.09","1","1.60","-1.27","3442"
"Adam LaRoche","- - -","0.33","-11.02","11.34","18.19","2.02","1.04","1.12","3","1.70","-1.38","1904"
"Troy Tulowitzki","Rockies","0.31","-12.05","12.36","17.36","1.57","1.03","","0","2.56","-2.26","3531"
"Jack Cust","Athletics","0.28","-9.85","10.14","12.47","1.39","0.98","2.36","3","0.89","-0.60","1564"
"Curtis Granderson","Tigers","0.28","-12.31","12.58","-3.18","-0.30","0.98","0.68","1","-0.25","0.53","4747"
"Felipe Lopez","- - -","0.27","-10.80","11.08","21.02","2.04","0.98","1.81","8","1.48","-1.20","1311"
"Nyjer Morgan","- - -","0.25","-9.59","9.84","0.06","0.01","1.04","1.81","1","0.63","-0.39","4885"
"Rafael Furcal","Dodgers","0.17","-12.02","12.19","-0.93","-0.02","1.02","2.36","9","-0.08","0.25","88"
"Denard Span","Twins","0.14","-11.88","12.01","21.28","2.06","1.05","2.47","2","1.40","-1.27","8347"
"David DeJesus","Royals","0.13","-11.13","11.25","8.25","0.78","0.98","0.14","1","0.43","-0.30","1825"
"Orlando Hudson","Dodgers","0.12","-10.82","10.93","14.77","1.59","1.05","1.45","4","1.48","-1.37","1307"
"Colby Rasmus","Cardinals","0.09","-9.00","9.09","-0.34","-0.04","0.97","1.55","20","-0.74","0.83","9893"
"Luis Castillo","Mets","0.08","-9.70","9.78","2.77","0.38","1.02","2.42","7","0.42","-0.35","513"
"Melvin Upton Jr.","Rays","0.01","-11.65","11.66","-1.83","-0.05","1.01","1.54","2","-0.65","0.66","5015"
"Kevin Kouzmanoff","Padres","-0.02","-10.69","10.67","-3.59","-0.39","1.07","0.25","2","-0.46","0.45","5995"
"A.J. Pierzynski","White Sox","-0.02","-9.45","9.43","-6.25","-0.56","0.97","2.44","11","-0.77","0.75","746"
"Nick Markakis","Orioles","-0.08","-12.84","12.77","9.06","0.89","1.02","","0","0.41","-0.49","5930"
"Aaron Rowand","Giants","-0.14","-9.76","9.62","5.81","0.58","1.01","1.81","9","-0.10","-0.03","254"
"Scott Podsednik","White Sox","-0.19","-10.89","10.70","-5.87","-0.64","1.00","2.10","2","-0.38","0.18","1095"
"Cristian Guzman","Nationals","-0.23","-10.81","10.58","1.45","0.22","1.11","2.04","17","-0.37","0.16","728"
"Luke Scott","Orioles","-0.25","-9.37","9.12","17.14","1.68","1.05","1.36","6","1.29","-1.53","3469"
"Brandon Phillips","Reds","-0.27","-12.45","12.18","9.88","1.04","1.03","1.53","3","0.47","-0.74","791"
"Bengie Molina","Giants","-0.27","-9.97","9.70","-3.65","-0.45","1.01","2.69","11","-0.28","0.01","24"
"Jose Lopez","Mariners","-0.28","-12.43","12.15","-1.79","-0.21","1.00","2.56","1","0.37","-0.64","3114"
"Aubrey Huff","- - -","-0.32","-11.03","10.71","-5.94","-0.65","1.01","1.50","13","-1.51","1.20","1213"
"Alexei Ramirez","White Sox","-0.35","-11.07","10.71","-10.02","-0.92","0.99","","0","-0.71","0.35","5133"
"Andy LaRoche","Pirates","-0.39","-10.16","9.77","-4.08","-0.34","0.99","0.96","4","-0.51","0.12","6444"
"Yadier Molina","Cardinals","-0.42","-9.44","9.02","-3.43","-0.34","0.97","0.80","2","0.22","-0.66","7007"
"Grady Sizemore","Indians","-0.44","-9.28","8.84","13.64","1.38","1.02","","0","0.40","-0.82","2197"
"Dustin Pedroia","Red Sox","-0.48","-12.14","11.66","10.55","0.92","0.93","","0","1.02","-1.53","8370"
"Jacoby Ellsbury","Red Sox","-0.49","-12.18","11.69","7.02","0.67","0.97","0.99","2","0.97","-1.47","4727"
"Dexter Fowler","Rockies","-0.56","-9.14","8.57","1.54","0.00","0.99","0.71","14","0.48","-1.05","4062"
"Erick Aybar","Angels","-0.60","-9.37","8.76","-1.25","-0.16","0.95","0.22","1","0.50","-1.13","4082"
"Daniel Murphy","Mets","-0.61","-9.51","8.91","-0.73","-0.03","0.97","0.83","29","-0.22","-0.40","4316"
"Ryan Sweeney","Athletics","-0.68","-9.48","8.80","-2.04","-0.24","0.99","2.84","4","0.21","-0.90","6352"
"Mike Cameron","Brewers","-0.74","-11.12","10.38","4.24","0.42","1.00","2.32","3","0.78","-1.52","1070"
"Edgar Renteria","Giants","-0.78","-9.21","8.44","-5.09","-0.50","0.98","2.99","3","-1.60","0.81","1178"
"Melky Cabrera","Yankees","-0.78","-9.59","8.81","-3.14","-0.29","0.96","0.67","7","-0.31","-0.49","4022"
"Jimmy Rollins","Phillies","-0.80","-12.32","11.52","-6.61","-0.72","0.93","0.72","3","-0.78","-0.08","971"
"Elvis Andrus","Rangers","-0.81","-8.30","7.50","-5.33","-0.53","0.85","3.04","1","-0.48","-0.46","8709"
"Jason Kendall","Brewers","-0.88","-8.99","8.10","-12.80","-1.38","1.00","2.60","1","-1.01","0.13","993"
"Kurt Suzuki","Athletics","-0.99","-11.87","10.87","5.25","0.49","1.04","1.38","7","0.03","-0.99","8259"
"Orlando Cabrera","- - -","-1.02","-12.90","11.87","-2.20","-0.15","1.01","0.17","1","-0.74","-0.27","766"
"Jermaine Dye","White Sox","-1.25","-10.89","9.64","3.14","0.31","0.99","1.84","1","0.43","-1.70","911"
"Kaz Matsui","Astros","-1.33","-8.92","7.59","-10.15","-1.02","0.96","3.16","2","-1.49","0.11","1854"
"Garret Anderson","Braves","-1.40","-9.73","8.32","-14.69","-1.56","1.00","1.57","11","-1.32","-0.09","2"
"Alex Rios","- - -","-1.45","-12.91","11.46","-17.95","-1.82","1.09","","0","-1.14","-0.19","2090"
"Robinson Cano","Yankees","-1.45","-13.00","11.55","-6.88","-0.74","1.01","1.31","2","0.98","-2.43","3269"
"Mark Teahen","Royals","-1.66","-10.22","8.55","-13.26","-1.34","0.98","3.13","2","-1.24","-0.46","4511"
"Emilio Bonifacio","Marlins","-1.71","-9.75","8.04","-21.99","-2.21","1.02","1.86","7","-1.82","0.14","4054"
"Ryan Theriot","Cubs","-1.80","-12.09","10.29","-14.05","-1.49","0.95","1.35","5","-0.83","-1.06","3811"
"Jhonny Peralta","Indians","-1.86","-12.63","10.76","-21.47","-2.04","1.03","2.26","3","-1.40","-0.40","1738"
"Jeff Francoeur","- - -","-2.01","-13.21","11.20","-15.32","-1.57","1.10","2.52","3","-0.41","-1.42","4792"
"Clint Barmes","Rockies","-2.06","-11.58","9.52","-15.44","-1.49","0.96","1.24","4","-0.83","-1.32","1830"
"Yuniesky Betancourt","- - -","-2.13","-9.45","7.32","-26.19","-2.56","1.00","2.89","1","-2.60","0.47","8585"
"Russell Martin","Dodgers","-2.59","-11.42","8.83","-13.43","-1.40","1.06","2.92","5","-1.22","-1.23","4616"
"Vernon Wells","Blue Jays","-2.62","-13.88","11.25","-17.23","-1.71","1.07","0.75","1","-1.10","-1.35","1326"
